rf_id,convey_ty,employer_assign
91750535,assignment,0
91770965,assignment,0
91780222,assignment,0
91780560,assignment,0
91790159,assignment,0
91800119,assignment,0
91810741,assignment,0
91810830,assignment,0
91820318,assignment,0
91820567,assignment,0
91830590,assignment,0
91830709,assignment,0
91830816,assignment,0
91840375,assignment,0
91840444,assignment,0
91850894,assignment,0
91860158,assignment,0
91860516,assignment,0
91870912,assignment,0
91880492,assignment,0
91880747,assignment,0
91910888,assignment,0
91920521,assignment,0
91920527,assignment,0
91920529,assignment,0
91920879,assignment,0
91920949,assignment,0
91930472,assignment,0
91930973,assignment,0
91940516,assignment,0
91950273,assignment,0
91960356,assignment,0
91980182,assignment,0
91980223,assignment,0
91980231,assignment,0
91980267,assignment,0
91980272,assignment,0
91980633,assignment,0
91990273,assignment,0
91990530,assignment,0
91990792,assignment,0
92020855,assignment,0
92030177,assignment,0
92030709,assignment,0
92030997,assignment,0
92040909,assignment,0
92050001,assignment,0
92050111,assignment,0
92080660,assignment,0
92080701,assignment,0
92080922,assignment,0
92090798,assignment,0
92100382,assignment,0
92100386,assignment,0
92100392,assignment,0
92100394,assignment,0
92100438,assignment,0
92100589,assignment,0
92110326,assignment,0
92120050,assignment,0
92120182,assignment,0
92150041,assignment,0
92150437,assignment,0
92170822,assignment,0
92170831,assignment,0
92180284,assignment,0
92180515,assignment,0
92180864,assignment,0
92190062,assignment,0
92190113,assignment,0
92200086,assignment,0
92200312,assignment,0
92220489,assignment,0
92230677,assignment,0
92230995,assignment,0
92260680,assignment,0
92260744,assignment,0
92260954,assignment,0
92280136,assignment,0
92280884,assignment,0
92290006,assignment,0
92290384,assignment,0
92300473,assignment,0
92300548,assignment,0
92310049,assignment,0
92310760,assignment,0
92320031,assignment,0
92320272,assignment,0
92330282,assignment,0
92340108,assignment,0
92340114,assignment,0
92340116,assignment,0
92340124,assignment,0
92340805,assignment,0
92360582,assignment,0
92370095,assignment,0
92370431,assignment,0
92370949,assignment,0
92380257,assignment,0
92380740,assignment,0
92390856,assignment,0
92400442,assignment,0
92400878,assignment,0
92400884,assignment,0
92430945,assignment,0
92440135,assignment,0
92440251,assignment,0
92440524,assignment,0
92440755,assignment,0
92460600,assignment,0
92470043,assignment,0
92470200,assignment,0
92470942,assignment,0
92480959,assignment,0
92490519,assignment,0
92500262,assignment,0
92520391,assignment,0
92530986,assignment,0
92540004,assignment,0
92540952,assignment,0
92550020,assignment,0
92550144,assignment,0
92550349,assignment,0
92550831,assignment,0
92570846,assignment,0
92580688,assignment,0
92580985,assignment,0
92590079,assignment,0
92590333,assignment,0
92590339,assignment,0
92590402,assignment,0
92590572,assignment,0
92600347,assignment,0
92610046,assignment,0
92610355,assignment,0
92610977,assignment,0
92620562,assignment,0
92630242,assignment,0
92640406,assignment,0
92650397,assignment,0
92650408,assignment,0
92670702,assignment,0
92680064,assignment,0
92680217,assignment,0
92680484,assignment,0
92690629,assignment,0
92690771,assignment,0
92700081,assignment,0
92700101,assignment,0
92700115,assignment,0
92700418,assignment,0
92700487,assignment,0
92700680,assignment,0
92700932,assignment,0
92710131,assignment,0
92710499,assignment,0
92710714,assignment,0
92710922,assignment,0
92720126,assignment,0
92720128,assignment,0
92720437,assignment,0
92720844,assignment,0
92720878,assignment,0
92730127,assignment,0
92740291,assignment,0
92740964,assignment,0
92750180,assignment,0
92750280,assignment,0
92750411,assignment,0
92750508,assignment,0
92760991,assignment,0
92770895,assignment,0
92780259,assignment,0
92800789,assignment,0
92800815,assignment,0
92810032,assignment,0
92810216,assignment,0
92810399,assignment,0
92810529,assignment,0
92810646,assignment,0
92820340,assignment,0
92840230,assignment,0
92840402,assignment,0
92840503,assignment,0
92840774,assignment,0
92850408,assignment,0
92850542,assignment,0
92850548,assignment,0
92850561,assignment,0
92870817,assignment,0
92870955,assignment,0
92870968,assignment,0
92880431,assignment,0
92880564,assignment,0
92880698,assignment,0
92900059,assignment,0
92900952,assignment,0
92910117,assignment,0
92910120,assignment,0
92910446,assignment,0
92920200,assignment,0
92920211,assignment,0
92920517,assignment,0
92920938,assignment,0
92930071,assignment,0
92930083,assignment,0
92930211,assignment,0
92960566,assignment,0
92960572,assignment,0
92980214,assignment,0
92980571,assignment,0
92980604,assignment,0
92980613,assignment,0
92980930,assignment,0
92980973,assignment,0
93000713,assignment,0
93000720,assignment,0
93010263,assignment,0
93010317,assignment,0
93010541,assignment,0
93010557,assignment,0
93010575,assignment,0
93020160,assignment,0
93020340,assignment,0
93020448,assignment,0
93020885,assignment,0
93030004,assignment,0
93030148,assignment,0
93030302,assignment,0
93040095,assignment,0
93040144,assignment,0
93040716,assignment,0
93050405,assignment,0
93050538,assignment,0
93050728,assignment,0
93050791,assignment,0
93050865,assignment,0
93060971,assignment,0
93070038,assignment,0
93080365,assignment,0
93090396,assignment,0
93090407,assignment,0
93090444,assignment,0
93090514,assignment,0
93090610,assignment,0
93090636,assignment,0
93100537,assignment,0
93110507,assignment,0
93110568,assignment,0
93110838,assignment,0
93110967,assignment,0
93110986,assignment,0
93120309,assignment,0
93130001,assignment,0
93130438,assignment,0
93130501,assignment,0
93130802,assignment,0
93140593,assignment,0
93150985,assignment,0
93160077,assignment,0
93160329,assignment,0
93160463,assignment,0
93170162,assignment,0
93170547,assignment,0
93170578,assignment,0
93170623,assignment,0
93190261,assignment,0
93190595,assignment,0
93200103,assignment,0
93200304,assignment,0
93200399,assignment,0
93210498,assignment,0
93210509,assignment,0
93210534,assignment,0
93210651,assignment,0
93230571,assignment,0
93230930,assignment,0
93240070,assignment,0
93240302,assignment,0
93240394,assignment,0
93250183,assignment,0
93250822,assignment,0
93260068,assignment,0
93260074,assignment,0
93260144,assignment,0
93270066,assignment,0
93270272,assignment,0
93270320,assignment,0
93270616,assignment,0
93290273,assignment,0
93310445,assignment,0
93310457,assignment,0
93310470,assignment,0
93320014,assignment,0
93320210,assignment,0
93320217,assignment,0
93330271,assignment,0
93330325,assignment,0
93330502,assignment,0
93340031,assignment,0
93340880,assignment,0
93350785,assignment,0
93350850,assignment,0
93350854,assignment,0
93360203,assignment,0
93360626,assignment,0
93360833,assignment,0
93370006,assignment,0
93370025,assignment,0
93370342,assignment,0
93380081,assignment,0
93380379,assignment,0
93380478,assignment,0
93380578,assignment,0
93390365,assignment,0
93390397,assignment,0
93420199,assignment,0
93430421,assignment,0
93430929,assignment,0
93440184,assignment,0
93440774,assignment,0
93450550,assignment,0
93450566,assignment,0
93450578,assignment,0
93450878,assignment,0
93450962,assignment,0
93460195,assignment,0
93460348,assignment,0
93460353,assignment,0
